Yaz tatili dönüşü arkadaşımın sesindeki kalınlaşmaya şaşırdım.,Süpriz
Haksızlığa uğradığımda arkadaşlarımın bana destek olmalarından mutlu oldum.,Mutlu
Karanlık ve kapalı ortamlardan korkarım.,Korku
Gerçeklerin saklanmasına ve yalan söylenmesine öfkelenirim.,Sinirli
Yakınlarımdan birini kaybedince üzülürüm.,Üzüntü
Haksız yere birisi ile dalga geçilmesinden tiksinirim.,İğrenç
İnsanların gerçek yüzlerini görünce şaşırırım.,Süpriz
Arkadaşlar beni takdir ederse mutlu olurum.,Mutlu
Köpek saldırırsa korkarım.,Korku
İftira atılınca öfkelenirim.,Sinirli
Başarısız olunca üzülürüm.,Üzüntü
Tuvalet kokusundan tiksinirim.,İğrenç
Yeni bir ortama girdiğimde şaşırırım.,Süpriz
Tantuni yediğimde mutlu olurum.,Mutlu
Böceklerden korkarım.,Korku
Bir çocuğun istismar edilmesine öfkelenirim.,Sinirli
Arkadaşımla kavga ettiğimde üzülürüm.,Üzüntü
Galatasaray'ın şampiyon olmasından çok mutlu oldum.,Mutlu
Karanlıktan korkarım.,Korku
Kardeşimle kavga ettiğimizde öfkelenirim.,Sinirli
İnsanların salya sümük ağlamasından tiksinirim.,İğrenç
Sevdiklerimin sevgilerini göstermelerinden mutlu olurum.,Mutlu
Sevdiklerimi kaybetmekten korkarım.,Korku
Yapmadığım bir şey yüzünden suçlandığımda öfkelenirim.,Sinirli
Ailemin borçlanması hepimizi üzüyor.,Üzüntü
İnsanların yapmacık davranışlarından tiksinirim.,İğrenç
Ülkemizi yönetenlerin davranışları beni şaşırtıyor.,Süpriz
Tüm olumsuzluklara rağmen sahip olduğum imkanlar beni mutlu eder. ve güzellikler,Mutlu
Ülkemizin 10 yıl sonraki hallerini düşününce korkuyorum.,Korku
İnsanların sadece kendilerini düşünmesi beni öfkelendiriyor.,Sinirli
İnsanların cahilliği beni üzüyor.,Üzüntü
Sokakta yerlere tükürülmesinden tiksinirim.,İğrenç
İnsanların önemli konuları önemsememesine şaşırıyorum.,Süpriz
İyi bir sınıfta olduğum için mutluyum.,Mutlu
Fransızca sınavından ve arkadaşlarımın beni yüzüstü bırakmalarından korkarım.,Korku
Yalan söylenmesine öfkelenirim.,Sinirli
Kazanacakken kaybettiğimiz basketbol maçı sonrası çok üzüldüm.,Üzüntü
Erkek soyunma odasının kokusundan tiksinirim.,İğrenç
"Yakın arkadaşın ""Özcan'la"" kavga ettiğimize şaşırdım.",Süpriz
"""Alsancak'a"" taşındığımızda mutlu oldum.
      Çiğ köfte yemekten mutlu olurum.",Mutlu
Annemin öfkesini benim üzerime akıtmasına öfkeleniyorum.,Sinirli
Çiğ köftenin ben doymadan  bitmesine üzülürüm.,Üzüntü
Annemin çiğ köfte sevmemesinden tiksiniyorum.,İğrenç
Babamın sürpriz ziyaretine şaşırdım.,Süpriz
Arkadaşımın yaptığı doğum günü sürprizinden mutlu oldum.,Mutlu
Böceklerden korkarım.,Korku
Konuşmalarımın dinlenmemesine öfkelenirim.,Sinirli
Geçen yıl Ankara'dan İzmir'e taşınınca çok üzülmüştüm.,Üzüntü
Yakın olmadığım insanlarla aynı tabaktan yemek yemekten tiksinirim.,İğrenç
Tanıdık bir ailenin İzmir'e taşınmasına şaşırdım.,Süpriz
Sınıfımda birinci olmaktan mutlu olurum.,Mutlu
Maganda bakışlarından korkarım.,Korku
Suyun 0.75 lira olmasına öfkeleniyorum.,Sinirli
106 sınıfına düştüğümde üzüldüm.,Üzüntü
Birinin önümde kusmasından tiksinirim.,İğrenç
Sürpriz doğum günü partisi yapılması beni şaşırtır.,Süpriz
9. sınıfı bitirip yaz tatiline girdiğimizde çok mutlu oldum.,Mutlu
Böceklerden kokarım.,Korku
Yetkisiz kişilerin sağa sola emirler vermesine öfkelenirim.,Sinirli
Okulda çok iyi anlaştığım birinin başka bir okula nakline üzüldüm.,Üzüntü
İğrenç kokan otobüslerden tiksinirim.,İğrenç
"Otobüste yaşlı bir amcaya yer vermek istediğimde Onun ""amca senin babandır terbiyesiz"" demesine şaşırdım.",Süpriz
Yeni arkadaşlarla tanışmaktan mutlu olurum.,Mutlu
"Yemekhanede ""nugget"", ""şinitzel"" gibi yemeklerin çıkmasına öfkelenirim.",Sinirli
Beden dersini üç sınıf birlikte yapınca üzüldüm.,Üzüntü
Çok fazla renkli kalem kullanılmasından tiksinirim.,İğrenç
Sınıfa yeni birinin gelmesine şaşırdım.,Süpriz
"Doğum günümde hediye almaktan
      Ailemi mutlu etmekten
      Kardeşimle oyun oynamaktan mutlu olurum.",Mutlu
Asansörde kalıp ışıklar da sönünce korktum.,Korku
"Yanımda birisi kusunca
      Konuşurken tüküren insanlardan tiksinirim.",İğrenç
Diyet yapmadığım halde 6 kilo verdiğime şaşırdım.,Süpriz
Ezmeye çalışan birinin ezilen durumuna düşmesinden mutlu olurum.,Mutlu
Bir ovanın ortasında gece tek başıma kalmaktan korkarım.,Korku
Annemin babamın iyi giyinmedikleri zaman öfkelenirim.,Sinirli
Hane büyüklerimin hastalıklarına üzülürüm.,Üzüntü
Birisine haksızlık yapılmasından tiksinirim.,İğrenç
İzmir metrosunun boş geçmesine şaşırdım.,Süpriz
Okulların kapanmasından mutlu olurum.,Mutlu
Sınavlar açıklanırken korkarım,Korku
"""Online"" oyunda kaybedince öfkelenirim.",Sinirli
Okulun açılmasına üzüldüm.,Üzüntü
Cuma günü eve gittiğimde çok mutlu olurum.,Mutlu
Arı kovanının yanından geçerken korkarım.,Korku
Annemin ders çalış demesine öfkelenirim.,Sinirli
Kardeşim başını cama çarpıp kanattığında çok üzüldüm.,Üzüntü
Sınıfta birisi kusunca tiksinirim.,İğrenç
Kardeşimin tişörtümü ısırırken dişinin fırlayıp çıkmasına şaşırdım.,Süpriz
"""CSGO"" oyununda 30-1 e gittiğimde mutlu olurum.",Mutlu
"""CSGO"" oyununda öldürülmek beni öfkelendirir.",Sinirli
Teneffüse çıkınca mutlu olurum.,Mutlu
Ben korkmam,Korku
Ben öfkelenmem.,Sinirli
Sınıfımı sevmediğim için üzüldüm.,Üzüntü
Sınıfımın kızlarını görünce tiksindim.,İğrenç
Ben şaşırmam,Süpriz
Üst dönemden arkadaş edindiğimde mutlu olurum.,Mutlu
Coğrafya sınavını açıklarken hocanın yutkunmasından korktum.,Korku
Sınıftakilerin tuhaf hareketlerine öfkelenirim.,Sinirli
Matematik sınavından zayıf almak beni üzdü.,Üzüntü
"Tanıdıklarımın beni gördüğünde tanışık değilmiş gibi davranmasına, selam verilmemesinden tiksinirim.",İğrenç
Benden nefret eden hocalarımın bana iyi davranmasına şaşırırım.,Süpriz
Oyunda başarılı olunca mutlu olurum.,Mutlu
Vücuduma kalıcı bir hasar gelmesinden korkarım.,Korku
Hakkımın yenmesine ve söz hakkı verilmemesine öfkelenirim.,Sinirli
Dedemin ölümüne üzüldüm.,Üzüntü
Yakınımda peynir bulunmasından tiksinirim.,İğrenç
Otobüs şoförlerinin grevi beni şaşırttı.,Süpriz
Sınavlardan yüksek not alınca mutlu olurum.,Mutlu
Her zaman öfkeliyim.,Sinirli
Sınıftaki insanların davranışlarına üzülürüm.,Üzüntü
Sevdiğim insanların yanında olmaktan mutlu olurum.,Mutlu
Ailemden birini kaybetmekten korkarım.,Korku
Çok iyi bildiğim konuda bana akıl vermeye kalkışanlara öfkelenirim.,Sinirli
Çalışıp da başarılı olamazsam üzülürüm.,Üzüntü
"Hızlı motor sürenlerden
      Sigara içenlerden
      Çok sesli gülenlerden tiksinirim.",İğrenç
Sınıfımla karşılaştığımda mutlu oldum.,Mutlu
Sınıfımdan biriyle karşılaşmaktan korkarım.,Korku
Suyun 75 kuruş olmasına öfkeleniyorum.,Sinirli
"""101G'ye"" girdiğimde üzüldüm.",Üzüntü
Sınıfımdaki kızlardan tiksiniyorum.,İğrenç
Bana iltifat edilmesinden ve istediklerime kavuşmaktan mutlu olurum.,Mutlu
Kendime olan güvenimi yitirdiğim anlarda korkarım.,Korku
Voleybol maçında çok iyi oyun çıkarırken küçük bir hatam nedeniyle bana bağırılmasına öfkelendim.,Sinirli
Çok sevdiğim birinde kist çıkmasına üzüldüm.,Üzüntü
Kursa giderken yakınımdaki bir adamın karşıdan gelen birini taciz etmesinden tiksindim.,İğrenç
Hiçbir şaşkınlık anımı hatırlamayınca şaşırdım.,Süpriz
Kardeşimin 2 haftalık geziden dönmesinden mutlu oldum.,Mutlu
"Annemin ""alzheimer"" olduğunu sandığım an çok korktum.",Korku
Sınıftaki bazı insanların çok ders çalışan arkadaşlarımla dalga geçmelerine öfkelenirim.,Sinirli
Cici annemin kocasının ölümü ve büyük babamın kalp krizi geçirip ameliyat olmasına üzüldüm.,Üzüntü
Arkadaşımın ağzına peçete sokmasından ve parça parça çıkarmasından tiksindim.,İğrenç
Arkadaşımın kendi cinsinden hoşlandığını öğrendiğimde çok şaşırdım.,Süpriz
Kardeşim olacağını öğrendiğimde çok mutlu olmuştum.,Mutlu
Klostrofobi oyunu çıkışı gördüğümüz adamdan korkmuştum.,Korku
Benden habersiz program yapılması ve son anda benim haberim olmasına öfkelenirim.,Sinirli
Kardeşimin düşerek başının şişmesine üzüldüm.,Üzüntü
Böceklerden tiksinirim.,İğrenç
Arkadaşımın kendi cinsinden hoşlandığını öğrenince çok şaşırdım.,Süpriz
Hedeflerime ulaştığımda mutlu olurum.,Mutlu
İşlerimin istediğim gibi gitmemesinden korkarım.,Korku
Küçük şeylere öfkeleniyorum. Örnek veremiyorum.,Sinirli
Sevdiğim ve güvendiğim insanların olumsuz davranışlarına üzülürüm.,Üzüntü
"Kibirli, egoist insanlardan tiksinirim.
      Okul çıkışı bir şahsın yüzüme karşı hapşırmasından tiksindim.",İğrenç
Belediye otobüsünde boş yer bulup oturduğum gün çok şaşırdım.,Süpriz
Küçük şeylerden mutlu olurum.,Mutlu
Kardeşimle evde kavga ederken camlı kapının camının kırılarak kardeşimin yaralanmasına üzüldüm ve çok korktum.,Korku
Kibirlenen insanlara öfkelenirim.,Sinirli
uzun yıllar arkadaşlık yaptığım iki arkadaşlarımla arkadaşlığımızı bitirdiğimiz gün çok üzüldüm.,Üzüntü
Arkadaşım kremalı bisküvinin kremasının yerine diş macunu koyup bana vermiş ben de dikkat etmeden ağzıma sokunca çok tiksindim.,İğrenç
Voleybol filesinin üzerinden atlamaya çalışırken düşüp kafamı yaralayınca çok şaşırdım.,Süpriz
Sınavdan yüksek not aldığımda mutlu olurum.,Mutlu
Sokak köpeklerinin havlamasından korkarım.,Korku
Birinin bana bağırmasına öfkelenirim.,Sinirli
Arkadaşımın beni kırmasına üzüldüm.,Üzüntü
Kadın kılına değmekten tiksinirim.,İğrenç
Emin olduğum sorunun yanlış çıkmasına şaşırırım.,Süpriz
Okulun bitmesinden mutlu olurum.,Mutlu
Sınıftakilerle karşılaşmaktan korkuyorum.,Korku
Suyun 75 kuruş olmasına öfkeleniyorum.,Sinirli
Okulun başlamasına üzüldüm.,Üzüntü
Geçen seneki aynı sınıfta olan arkadaşımdan tiksindim.,İğrenç
Ben şaşmam.,Süpriz
Yaz tatiline girince mutlu olurum.,Mutlu
Korku filmlerinden korkuyorum.,Korku
"Annemin beni ismimle çağırmamasına, ha bire yemek ye demesine ve eşyalarımın karıştırılmasına öfkeleniyorum.",Sinirli
Yaptığım şakaya gülünmemesine üzülürüm.,Üzüntü
Yemeğin şapırdatılarak yenmesinden tiksinirim.,İğrenç
Kendi kalemizden çektiğim topun gol olmasına şaşırdım.,Süpriz
Akşam eve geldiğimde tüm ailemi görünce mutlu oluyorum.,Mutlu
Soda şişesinin patlamasından korkarım.,Korku
Yakınlığım olmayan ve ben yaşlardaki kişilerin bana emir verir gibi konuşmalarına öfkelenirim.,Sinirli
Yolda araçla hızla giderken yol kenarında gördüğüm yaralı kediye üzüldüm.,Üzüntü
Birinin yakınımda kusmasından tiksinirim.,İğrenç
Beni ve yakın arkadaşımı işleten kişinin arkadaşımın kuzeni olduğunu öğrendiğimde şaşırdım.,Süpriz
Hakan'ın okula gelmemesinden ve hapşırırken kafasını masaya vurmasından mutlu oluyorum.,Mutlu
Hakan'ın hapşırmasından tiksiniyorum.,Korku
Öfkelendiğim anlar çok azdır.,Sinirli
hakan'la aynı sınıfta olduğumu öğrenince üzüldüm.,Üzüntü
Hakan'dan tiksiniyorum.,İğrenç
"""Hakan'ın"" saçıma koleston kızıl kahve demesine şaşırdım.",Süpriz
Ailece gittiğimiz bir tatilde çok mutlu oldum.,Mutlu
Arabanın altında kalmaktan son anda kurtulduğumda çok korktum.,Korku
Bir kişi ile sürekli uğraşılmasına (alay edilmesine) öfkelenirim.,Sinirli
Yavru kirpinin ölmüş babasının yanında beklediğini görünce çok üzüldüm.,Üzüntü
Yolda giderken bir şahsın başka birini taciz etmesinden tiksinirim.,İğrenç
Belediye otobüsünün boş geçtiğini gördüğümde şaşırdım.,Süpriz
"Korku filmlerinden ve
      Değer verdiklerimin güvenini kaybetmekten korkarım.",Korku
Haklı olduğum durumda haksız konuma düştüğümde öfkelenirim.,Sinirli
Ülkemizde yaşanan olaylardan üzülüyorum.,Üzüntü
Arkadaşımın şahit olup anlattığı taciz olayında tiksinti duydum.,İğrenç
Kilo verdiğimde çok mutlu oldum.,Mutlu
Ödev olduğunu unuttuğumda  korkuyorum.,Korku
Otobüslerin dolu gelmesine ve otobüste kavga edilmesine öfkeleniyorum.,Sinirli
Kardeşimin merdivenden düşmesi ve damağına dikiş atılmasına üzüldüm.,Üzüntü
Bir adamın bir kadını taciz etmesinden tiksiniyorum.,İğrenç
Hacıların birbirini ezmesinden,Mutlu
Allah'tan korkarım.,Korku
Alışveriş yerlerinde çöplerini çöp kutusuna atmayanlara öfkelenirim.,Sinirli
İnsanların ölmesine üzülürüm.,Üzüntü
Türkü barlardaki kağıt (peçete ) israfından tiksindim.,İğrenç
Hastalıktan çabuk iyileşmeme şaşırdım.,Süpriz
Hacıların birbirini ezmesi,Mutlu
Uzuv kaybından korkarım.,Korku
"""Ankaralı Namık'ın"" traji komik ölümüne şaşırdım ve öfkelendim.",Sinirli
Haksız yere canların alınmasına (Cinayetlere) üzülürüm.,Üzüntü
Bana iftira atılmasından tiksinirim.,İğrenç
İlk gözlük taktığımda kör olduğumu sanıp şaşırmıştım.,Süpriz
Cuma akşamları mutluyum.,Mutlu
Pazartesi sabahları öfkeli oluyorum.,Sinirli
6.45 te sabah kahvaltısı yapmaktan tiksiniyorum.,İğrenç
Arkadaşlarımla olmaktan mutlu olurum.,Mutlu
Sevdiklerimi kaybetmekten korkarım.,Korku
Sevdiklerime laf atıldığında öfkelenirim.,Sinirli
Sevdiklerimi kaybettiğimde üzülürüm.,Üzüntü
Yemekten kıl çıktığında tiksinirim.,İğrenç
Sınavdan 99 aldığıma şaşırırım.,Süpriz
Ailemle geçirdiğim hafta sonlarında mutlu olurum.,Mutlu
Yalnız kalmaktan korkarım.,Korku
Yalan söylenmesine öfkelenirim.,Sinirli
Yakınlarımı kaybettiğimde üzülürüm.,Üzüntü
Yerlere tükürülmesinden tiksinirim.,İğrenç
Ani karşılaşmalarda şaşırırım.,Süpriz
2014 yılında istediğim liseyi kazanınca çok mutlu oldum.,Mutlu
Akşam 8.00 de kordonda bisiklet binerken arkama takılan sokak köpeklerinden korktum,Korku
Güvendiğim bir arkadaşımın bana iftira atmasına öfkelendim.,Sinirli
Matematik ten 58 aldığında üzüldüm.,Üzüntü
Çatalda gördüğüm yemek artığından tiksindim.,İğrenç
Bu sınıfta okul ikincisi olduğumda şaşırdım.,Süpriz
İki kere yurt dışında tatile gittim çok mutlu oldum.,Mutlu
Yakın arkadaşımın beklenmedik davranışına öfkelendim.,Sinirli
Çoktan beri tanıdığımız bir yakınımızın ölümüne üzüldüm.,Üzüntü
kan vermeye gittiğimde beni kan tuttuğundan tiksindim.,İğrenç
İzmir Atatürk Lisesini kazandığımda çok şaşırdım.,Süpriz
Ailem ve arkadaşlarımla birlikte olduğumda mutlu olurum.,Mutlu
Korku filmi izlediğimde korkarım.,Korku
Haksızlığa uğradığımda öfkelenirim.,Sinirli
Güvendiğim bir insandan beklemediğim bir hareket görünce üzüldüm.,Üzüntü
Bu okulu kazandığıma çok şaşırmıştım.,Süpriz
Okula gitmediğim günler mutlu olurum.,Mutlu
Ödev verildiğinde korkarım.,Korku
Derslerin başladığı zamanlar öfkelenirim.,Sinirli
Okula başladığım günler öfkeleniyorum.,Üzüntü
Sınav listesi açıklandığında tiksinirim.,İğrenç
Daha çok ödev verildiğinde şaşırıyorum.,Süpriz
İzmir Atatürk Lisesini kazandığımda mutlu oldum.,Mutlu
Odama giren böceklerden korkarım.,Korku
Yakınlarımdan birinin ölümüne üzülürüm.,Üzüntü
Odamda gördüğüm örümcekten tiksindim.,İğrenç
Saksafon çalarken ve derslerimde başarılı olduğumda mutlu olurum.,Mutlu
Mahallemize giren suçluyu takip eden polislerden korktum.,Korku
Öfkeliyken dalga geçilmesine kinleniyorum daha fazla öfkeleniyorum.,Sinirli
Son patlamada ölenlere üzülüyorum arkadaşlarımdan empati yapmalarını bekliyorum.,Üzüntü
Kızların küfür edenlerden ve küçük yaşta sigara içenlerden tiksiniyorum.,İğrenç
Arkadaşımın espri yaptıktan sonra gereksiz yere kızmasına şaşırdım.,Süpriz
Ailemle ve arkadaşlarımla bir arada olduğumda mutlu olurum.,Mutlu
Gece yalnız kalmaktan korkarım.,Korku
Kibirli davrananlardan ve yalan söylenmesine öfkelenirim.,Sinirli
Yakınlarımdan birinin başına kötü bir şey geldiğinde üzülürüm.,Üzüntü
Yere tükürenlerden tiksinirim.,İğrenç
Kedimin doğumunu gördüğümde çok şaşırdım.,Süpriz
Babam araba sürmeme izin verince çok mutlu oldum.,Mutlu
Denizde arkadaşlarla şakalaşırken boğulma tehlikesi geçirince çok korktum.,Korku
Sözlerimin dikkate alınmamasına öfkelenirim.,Sinirli
Yeni aldığım tableti düşürüp kırınca çok üzüldüm.,Üzüntü
Toplu yerlerde keskin ter kokusundan tiksinirim.,İğrenç
Okula giderken yanıma cüzdan ve para almayı unutmuşum. Otobüse bindiğimde kartımın ve paramın olmadığını anladığımda çok şaşırdım.,Süpriz
Ders boş geçince mutlu olurum.,Mutlu
Turnikelerde ezilince çok korktum.,Korku
Derste hoca uyumama izin vermeyince öfkelendim.,Sinirli
"Sosyal medyada ""unfollow"" yiyince üzüldüm.",Üzüntü
Yemekten saç çıkınca tiksinirim.,İğrenç
Biyolojiden yüksek not aldığıma şaşırdım.,Süpriz
Yeni bir kıyafet aldığım zaman mutlu olurum.,Mutlu
Yılan gördüğümde korkarım.,Korku
Çarpıp özür dilenmemesine öfkelenirim.,Sinirli
Sevdiğim kitabın son sayfasına geldiğim zaman üzülürüm.,Üzüntü
Okul yemeklerinden saç çıkınca tiksinirim.,İğrenç
İnsanların ne kadar kaba olduğunu görünce şaşırdım.,Süpriz
Sınavlardan yüksek not alınca mutlu olurum.,Mutlu
Sözlüde listeden benim adımın çıkmasından korkarım.,Korku
Bazı öğretmenlerin yüksek egolu olmasına öfkelenirim.,Sinirli
"""John Snow'ın"" ölmesine üzüldüm.",Üzüntü
Yemekhanede kedi olmasından ve yemeklerden kıl çıkmasından tiksinirim.,İğrenç
Sınavda kolay soru çıkınca şaşırırım,Süpriz
Çok sevdiğim bir filmin kitabının çıkacağını öğrenince mutlu olurum.,Mutlu
Çöp atarken çöpten kedi çıkınca korkarım.,Korku
Kardeşim odamı dağıttığında öfkelenirim.,Sinirli
Yazılıdan düşük not alınca üzülürüm.,Üzüntü
Yemekhanede sevmediğim yemekler üst üste çıkınca tiksinirim.,İğrenç
Yazılıda beklemediğim kadar kolay soru çıkınca şaşırdım.,Süpriz
Çok çalıştığım sınavdan yüksek not alınca mutlu olurum.,Mutlu
Sınav haftası gelince korkarım.,Korku
"Yemeklerde sürekli aynı yemeklerin çıkmasına,
      Yazılıda hocaların çıkmayacak dedikleri sorunun sorulmasına öfkelenirim.",Sinirli
Yazılıdan düşük not alınca üzülürüm.,Üzüntü
Yemekhaneden çıkan yemekler kötü olunca tiksinirim.,İğrenç
Yazılıda kolay sorular çıkınca şaşırırım.,Süpriz
Yazılıdan iyi not aldığımda mutlu olurum.,Mutlu
Sınav haftası yaklaştığında korkarım.,Korku
Yazılıda işlenmeyen bir konudan soru çıkınca öfkeleniyorum.,Sinirli
Yazılıdan kötü not alınca üzülürüm.,Üzüntü
Yemeklerde sürekli tavuk çıkınca tavuktan tiksindim.,İğrenç
Sınavlarda kolay soru çıkınca şaşırırım.,Süpriz
İstediğim bir şey gerçekleşince mutlu olurum.,Mutlu
Sevdiğim insanlara zarar gelmesinden korkarım.,Korku
Yalan söylenmesine öfkelenirim.,Sinirli
Boş derse öğretmen gelirse üzülürüm.,Üzüntü
Yemeğimden saç vb. çıkınca tiksinirim.,İğrenç
Kantin sırasında öğrenci olmayınca şaşırdım.,Süpriz
Matematikten yüksek not alınca mutlu olurum.,Mutlu
Tüm sınavlardan korkarım.,Korku
Boş sandığım derse öğretmenin gelmesine öfkelenirim.,Sinirli
Matematikten düşük not alınca üzüldüm.,Üzüntü
Yemekhanedeki yemeklerden kıl çıkınca tiksinirim.,İğrenç
Matematik sınavı kolay olunca şaşırdım.,Süpriz
Matematik sınavında yüksek not alınca mutlu olurum.,Mutlu
Sözlü sınavında öğretmenin listeden şeçmesinde korkuyorum.,Korku
Okulumuzda toplumda olduğu gibi erkek egemen yapıdan öfkeleniyorum.,Sinirli
Yazılıdan düşük not alınca üzülürüm.,Üzüntü
Yemekhanede yemeklerden saç çıkınca tiksinirim.,İğrenç
Matematik sınavında kolay soru çıkınca şaşırdım.,Süpriz
Daha çağdaş şehirlerde beni nesneleştiren bakışlar olmaksızın yaşamaktan mutlu olurum.,Mutlu
Sokakta kendimi güvende hissetmediğimde korkarım.,Korku
Erkek egemen toplumda eşitlik olduğunun savunulmasından öfkeleniyorum.,Sinirli
Kız ve erkek çocukların aynı şekilde yetiştirilmemesine üzülüyorum.,Üzüntü
Taciz ve tecavüz olaylarından ve bu durumlarda hala kadınlarda hata aranmasından tiksiniyorum.,İğrenç
Bazı toplumlarda kız çocuklarının sünnet edilmesine şaşırıyorum.,Süpriz
Bir arkadaşımın benim portremi çizmesinden mutlu oldum.,Mutlu
İlk kez evde tek başıma kaldığımda korkmuştum.,Korku
dokuzuncu sınıf ikinci dönemde matematik notumun 84 te kalması ve yükseltme talebimin reddedilmesine öfkelendim.,Sinirli
Ablamın üniversite için evden ayrılmasına üzüldüm.,Üzüntü
Toplumda kadına nasıl davranılması gerektiğinin öğretilmemesi nedeniyle taciz ve tecavüz olaylarının artmasından tiksiniyorum.,İğrenç
14. yaş günümde ablamın sürpriz yaş günü partisi hazırlamasına şaşırdım.,Süpriz
Erkek egemenliğini kabul edip yanımızda olanları gördükçe mutlu oluyorum.,Mutlu
Geleceğimizi düşündüğümde korkuyorum.,Korku
Erkeklere boyun eğen kadınlara öfkeleniyorum.,Sinirli
"çocuk gelinler, tecavüze uğrayan kadınlar, haksız yere katledilen insanları duyunca üzülüyorum.",Üzüntü
Yanındaki kadınların sahibiymiş gibi davranan erkeklerden tiksinirim.,İğrenç
Erkek egemenliğine karşı olduğunu söyleyen bir Türk gördüğümde şaşırıyorum.,Süpriz
Okul çıkışında mutlu oluyorum.,Mutlu
Cuma tören çıkışı kurs çıkmasından korkuyorum.,Korku
Turnikelerde sıra beklerken öfkeleniyorum.,Sinirli
Okula gelmekten üzülüyorum.,Üzüntü
Turnikelerin kollarından tiksiniyorum.,İğrenç
Turnikelerin önünde sıra olmadığını görünce şaşırıyorum.,Süpriz
Dersin boş geçeceğini öğrendiğimde mutlu olurum.,Mutlu
Tuvalet sırasının çok olmasından korkarım.,Korku
Aç kaldığımda öfkeleniyorum.,Sinirli
Çok acıktığım bir gün yemek yiyeceğim zaman kaşıkta yemek artıklarını görünce üzüldüm.,Üzüntü
Temiz kaşıkların yanındaki bulaşıklardan tiksinirim.,İğrenç
Arkadaşım bana bağırınca şaşırdım.,Süpriz
Oyunda birinci olduğumda ve istediklerim gerçekleşince mutlu oluyorum.,Mutlu
Oyunda teke tek kaldığımda korkuyorum.,Korku
Oyunuma istemediğim kişilerin gelmesine öfkeleniyorum.,Sinirli
Oyunda yenecekken kaybettiğimde üzülürüm.,Üzüntü
Slovaklardan Ruslardan tiksiniyorum.,İğrenç
Oyunda bir Rus'un skor elde etmesine şaşırıyorum.,Süpriz
Boş derslerde mutlu olurum.,Mutlu
Kavgalardan korkarım.,Korku
"Farklı kişilerle yanlış yerlerde, ömrümün boş geçeceğini düşününce öfkeleniyorum.",Sinirli
Çok emek verdiğim ödevin incelenmemesinden üzüntü duyarım.,Üzüntü
Her gün yaklaşık 8 saatimin okulda geçeceğini düşündüğümde tiksiniyorum.,İğrenç
Bu formu rahatça doldurduğuma şaşırıyorum.,Süpriz
10 saatten fazla uyuyabildiğimde mutlu oluyorum.,Mutlu
Kimyacının derse gelmesinden korktum.,Korku
Kimyacının başımı şişirmesine öfkeleniyorum.,Sinirli
Uyuyamadığıma üzülüyorum.,Üzüntü
Ağzı açık sakız çiğneyenlerden tiksinirim.,İğrenç
Öğle arasının çok çabuk geçmesine şaşırıyorum.,Süpriz
Turnikelerde sıra olmayınca mutlu olurum.,Mutlu
Cuma günü çıkışta turnikelerden geçmeye korkuyorum.,Korku
Turnikelerde sıra olunca öfkelenirim.,Sinirli
Cuma günü çıkışta turnikelerden geçmek zorunda olduğuma üzülüyorum.,Üzüntü
Turnikelerin kollarından tiksiniyorum.,İğrenç
Turnikelerin önünde sıra olmasına şaşırırım.,Süpriz
Ben istediğimi söylemeden anne ve babamın bunu anlayıp bana hediye almaları beni mutlu eder.,Mutlu
Kapalı ve dar bir alanda kilitli kalmaktan korkarım.,Korku
İstemediğim şakalara öfkelenirim.,Sinirli
Bazen sebepsiz yere de üzülürüm.,Üzüntü
Kötü olan her şeyden tiksinirim.,İğrenç
Yanımdaki arkadaşıma verilen anket formlarında soruların yerlerinin farklı olmasına şaşırdım.,Süpriz
70 in boş olmasından mutlu oldum.,Mutlu
Cumartesi gününü pazartesi sandığımda korkuyorum.,Korku
Cuma günü okuldan çıkışta turnikelere kart basmak zorunda olmama öfkeleniyorum.,Sinirli
Düşük not aldığımda üzülürüm.,Üzüntü
Yemekhanede yemekten kötü bir şey çıktığında tiksinirim.,İğrenç
sabah erken kalktığımda okulun olmadığını öğrenmekten mutlu oldum.,Mutlu
Her zaman mutluyum.,Mutlu
Tuttuğum takımda sakatlık olmasından korkarım.,Korku
Yemekhanenin dolu olmasına öfkelenirim.,Sinirli
Sınavdan düşük not alınca üzülürüm.,Üzüntü
Yemekten yabancı cisim çıktığında tiksinirim.,İğrenç
100 aldığımda mutlu olurum.,Mutlu
sınıfta kalmaktan korkarım.,Korku
Arkadaşımın yapma dediğim bir şeyi ısrarla yapmasına öfkelenirim.,Sinirli
Düşük not aldığımda üzülürüm.,Üzüntü
Yemekhanede kötü yemek çıkınca tiksinirim.,İğrenç
Düşük beklediğim sınavdan 100 alınca şaşırırım.,Süpriz
Sevdiklerimle sorunsuzca bir arada olduğumda mutlu olurum.,Mutlu
Sevdiğim birisiyle tartışınca aram bozulacak diye korkarım.,Korku
Haksızlık yapılmasına öfkelenirim.,Sinirli
Beklemediğim kişinin kalbimi kırmasına üzülürüm.,Üzüntü
Şımarık insanlardan tiksinirim.,İğrenç
Matematikten 48 aldığımı öğrenince çok şaşırdım.,Süpriz
Herhangi bir etkinlikte derece almaktan mutlu olurum.,Mutlu
Allah'tan başka bir şeyden korkmam,Korku
Okul turnikelerine öfkeleniyorum.,Sinirli
Pandaların neslinin tükenmesine üzülüyorum.,Üzüntü
Korna sesinden tiksinirim.,İğrenç
